Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Henderson,United States,AP-10915,Arthur Prichep,11/3/2020,CA-2020-168893,42420,OFF-FA-10002280,Advantus Plastic Paper Clips,South,4431,Consumer,11/8/2020,Second Class,Kentucky,Fasteners,0,9.6,4,20
Office Supplies,Richmond,United States,LC-16870,Lena Cacioppo,3/27/2021,CA-2021-113705,23223,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",South,9759,Consumer,3/29/2021,Second Class,Virginia,Paper,0,8.1144,4,17.64
Office Supplies,Richmond,United States,JL-15835,John Lee,12/9/2021,US-2021-167920,40475,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,South,7516,Consumer,12/12/2021,Second Class,Kentucky,Appliances,0,62.321,5,214.9
Office Supplies,Hampton,United States,RH-19600,Rob Haberlin,11/8/2019,CA-2019-109386,23666,OFF-AR-10000122,Newell 314,South,6995,Consumer,11/13/2019,Second Class,Virginia,Art,0,6.975,5,27.9
Office Supplies,Columbus,United States,LH-16900,Lena Hernandez,12/25/2019,US-2019-136749,31907,OFF-BI-10004492,Tuf-Vin Binders,South,7156,Consumer,12/27/2019,Second Class,Georgia,Binders,0,74.213,5,157.9
Office Supplies,Auburn,United States,MS-17710,Maurice Satty,3/16/2019,CA-2019-134257,36830,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",South,6923,Consumer,3/19/2019,Second Class,Alabama,Labels,0,240.8595,5,491.55
Office Supplies,Columbus,United States,RA-19915,Russell Applegate,9/23/2020,CA-2020-149979,31907,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,South,3746,Consumer,9/28/2020,Second Class,Georgia,Storage,0,34.2925,5,118.25
Office Supplies,Alexandria,United States,TB-21400,Tom Boeckenhauer,4/14/2020,CA-2020-164735,22304,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,South,2723,Consumer,4/19/2020,Second Class,Virginia,Storage,0,12.18,5,81.2
Office Supplies,Florence,United States,IM-15070,Irene Maddox,12/19/2018,CA-2018-120768,35630,OFF-BI-10001191,Canvas Sectional Post Binders,South,1432,Consumer,12/21/2018,Second Class,Alabama,Binders,0,74.8524,6,152.76
Office Supplies,Columbia,United States,PK-19075,Pete Kriz,12/21/2021,CA-2021-107461,29203,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,South,3171,Consumer,12/26/2021,Second Class,South Carolina,Binders,0,11.2236,6,23.88
Office Supplies,Florence,United States,Co-12640,Corey-Lock,6/29/2020,CA-2020-140543,29501,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,South,1901,Consumer,7/3/2020,Second Class,South Carolina,Storage,0,19.188,6,191.88
Office Supplies,Hampton,United States,RH-19600,Rob Haberlin,11/8/2019,CA-2019-109386,23666,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",South,6994,Consumer,11/13/2019,Second Class,Virginia,Art,0,79.758,7,265.86
Office Supplies,Salem,United States,TH-21100,Thea Hendricks,5/9/2020,CA-2020-159765,24153,OFF-AR-10003514,4009 Highlighters by Sanford,South,8412,Consumer,5/12/2020,Second Class,Virginia,Art,0,9.1938,7,27.86
Office Supplies,Springfield,United States,RB-19435,Richard Bierner,11/19/2021,CA-2021-146458,22153,OFF-AR-10001177,Newell 349,South,5925,Consumer,11/22/2021,Second Class,Virginia,Art,0,6.6584,7,22.96
Office Supplies,Arlington,United States,SE-20110,Sanjit Engle,2/2/2020,CA-2020-158841,22204,OFF-BI-10002557,Presstex Flexible Ring Binders,South,8490,Consumer,2/4/2020,Second Class,Virginia,Binders,0,18.2,8,36.4
Office Supplies,Atlanta,United States,DL-13315,Delfina Latchford,11/25/2021,CA-2021-155159,30318,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",South,6979,Consumer,11/29/2021,Second Class,Georgia,Paper,0,23.9463,9,48.87
Office Supplies,Georgetown,United States,TP-21130,Theone Pippenger,12/5/2020,CA-2020-109722,40324,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,South,5061,Consumer,12/7/2020,Second Class,Kentucky,Storage,0,70.1784,9,584.82
Office Supplies,Arlington,United States,AG-10390,Allen Goldenen,4/19/2018,CA-2018-158470,22204,OFF-PA-10001569,Xerox 232,South,7844,Consumer,4/23/2018,Second Class,Virginia,Paper,0,34.2144,11,71.28
Office Supplies,Jupiter,United States,TC-21295,Toby Carlisle,11/13/2021,US-2021-153633,33458,OFF-AR-10002335,DIXON Oriole Pencils,South,5441,Consumer,11/18/2021,Second Class,Florida,Art,0.2,0.1548,1,2.064
Office Supplies,Tampa,United States,CC-12670,Craig Carreira,12/23/2018,CA-2018-154158,33614,OFF-AR-10001868,Prang Dustless Chalk Sticks,South,9383,Consumer,12/27/2018,Second Class,Florida,Art,0.2,0.504,1,1.344
Office Supplies,Port Orange,United States,JP-15520,Jeremy Pistek,12/22/2021,CA-2021-145310,32127,OFF-EN-10002621,Staple envelope,South,1893,Consumer,12/24/2021,Second Class,Florida,Envelopes,0.2,2.934,1,7.824
Office Supplies,Jackson,United States,DW-13540,Don Weiss,8/25/2021,CA-2021-101210,38301,OFF-PA-10000130,Xerox 199,South,1484,Consumer,8/28/2021,Second Class,Tennessee,Paper,0.2,1.07,1,3.424
Office Supplies,Hollywood,United States,GM-14500,Gene McClure,10/22/2019,CA-2019-169733,33021,OFF-ST-10000876,Eldon Simplefile Box Office,South,8474,Consumer,10/26/2019,Second Class,Florida,Storage,0.2,0.9952,1,9.952
Office Supplies,Jacksonville,United States,AG-10675,Anna Gayman,7/29/2021,CA-2021-101483,28540,OFF-AP-10002082,Holmes HEPA Air Purifier,South,1735,Consumer,8/1/2021,Second Class,North Carolina,Appliances,0.2,6.534,2,34.848
Office Supplies,Knoxville,United States,DL-13315,Delfina Latchford,9/4/2020,CA-2020-149783,37918,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,South,5808,Consumer,9/7/2020,Second Class,Tennessee,Appliances,0.2,8.716800000,2,87.168
Office Supplies,Jackson,United States,DW-13540,Don Weiss,8/25/2021,CA-2021-101210,38301,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,South,1483,Consumer,8/28/2021,Second Class,Tennessee,Art,0.2,1.7024,2,9.728
Office Supplies,Knoxville,United States,DL-13315,Delfina Latchford,9/4/2020,CA-2020-149783,37918,OFF-AR-10002987,Prismacolor Color Pencil Set,South,5809,Consumer,9/7/2020,Second Class,Tennessee,Art,0.2,8.3328,2,31.744
Office Supplies,Miami,United States,RA-19945,Ryan Akin,8/29/2018,CA-2018-169775,33178,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,South,1898,Consumer,9/2/2018,Second Class,Florida,Envelopes,0.2,10.8054,2,29.808
Office Supplies,Raleigh,United States,TG-21310,Toby Gnade,3/9/2019,CA-2019-110345,27604,OFF-LA-10001175,Avery 514,South,7370,Consumer,3/11/2019,Second Class,North Carolina,Labels,0.2,1.6704,2,4.608
Office Supplies,Miami,United States,JK-15370,Jay Kimmel,4/11/2018,US-2018-102715,33180,OFF-PA-10000029,Xerox 224,South,3776,Consumer,4/13/2018,Second Class,Florida,Paper,0.2,3.6288,2,10.368
Office Supplies,Tallahassee,United States,PO-18850,Patrick O'Brill,8/23/2021,CA-2021-129021,32303,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",South,4299,Consumer,8/26/2021,Second Class,Florida,Paper,0.2,15.49,2,49.568
Office Supplies,Tampa,United States,CC-12670,Craig Carreira,12/23/2018,CA-2018-154158,33614,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,South,9382,Consumer,12/27/2018,Second Class,Florida,Storage,0.2,-10.6068,2,424.272
Office Supplies,Fayetteville,United States,JM-15250,Janet Martin,10/28/2021,CA-2021-139353,28314,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",South,7713,Consumer,10/30/2021,Second Class,North Carolina,Storage,0.2,-29.4368,2,147.184
Office Supplies,Fayetteville,United States,JF-15565,Jill Fjeld,11/6/2021,CA-2021-167941,28314,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",South,2969,Consumer,11/9/2021,Second Class,North Carolina,Appliances,0.2,43.7136,3,499.584
Office Supplies,Columbia,United States,DB-13060,Dave Brooks,3/18/2020,CA-2020-113292,38401,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,South,6474,Consumer,3/20/2020,Second Class,Tennessee,Appliances,0.2,87.180000000,3,871.8
Office Supplies,Jacksonville,United States,AG-10675,Anna Gayman,7/29/2021,CA-2021-101483,28540,OFF-AR-10002833,Newell 322,South,1737,Consumer,8/1/2021,Second Class,North Carolina,Art,0.2,0.3822,3,4.368
Office Supplies,Johnson City,United States,DM-13015,Darrin Martin,9/5/2020,CA-2020-136231,37604,OFF-EN-10001099,Staple envelope,South,3874,Consumer,9/7/2020,Second Class,Tennessee,Envelopes,0.2,7.6284,3,23.472
Office Supplies,Miami,United States,JK-15370,Jay Kimmel,4/11/2018,US-2018-102715,33180,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",South,3774,Consumer,4/13/2018,Second Class,Florida,Fasteners,0.2,2.3328,3,6.912
Office Supplies,Tampa,United States,CC-12670,Craig Carreira,12/23/2018,CA-2018-154158,33614,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,South,9380,Consumer,12/27/2018,Second Class,Florida,Paper,0.2,15.9348,3,45.528
Office Supplies,Fayetteville,United States,JM-15250,Janet Martin,10/28/2021,CA-2021-139353,28314,OFF-PA-10000300,Xerox 1936,South,7714,Consumer,10/30/2021,Second Class,North Carolina,Paper,0.2,16.1838,3,47.952
Office Supplies,Jacksonville,United States,EM-14065,Erin Mull,8/13/2020,CA-2020-155670,28540,OFF-PA-10004947,Easy-staple paper,South,1748,Consumer,8/17/2020,Second Class,North Carolina,Paper,0.2,3.21,3,10.272
Office Supplies,Wilmington,United States,JM-16195,Justin MacKendrick,11/3/2021,CA-2021-130834,28403,OFF-PA-10003673,Strathmore Photo Mount Cards,South,8048,Consumer,11/6/2021,Second Class,North Carolina,Paper,0.2,5.2884,3,16.272
Office Supplies,Johnson City,United States,DM-13015,Darrin Martin,9/5/2020,CA-2020-136231,37604,OFF-PA-10000327,Xerox 1971,South,3877,Consumer,9/7/2020,Second Class,Tennessee,Paper,0.2,3.21,3,10.272
Office Supplies,Knoxville,United States,DL-13315,Delfina Latchford,9/4/2020,CA-2020-149783,37918,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",South,5807,Consumer,9/7/2020,Second Class,Tennessee,Paper,0.2,4.1148,3,12.192
Office Supplies,Memphis,United States,MN-17935,Michael Nguyen,11/13/2021,CA-2021-165204,38109,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",South,3783,Consumer,11/16/2021,Second Class,Tennessee,Paper,0.2,3.339,3,8.904
Office Supplies,North Miami,United States,JP-15520,Jeremy Pistek,8/22/2018,CA-2018-130918,33161,OFF-SU-10003936,Acme Serrated Blade Letter Opener,South,8941,Consumer,8/24/2018,Second Class,Florida,Supplies,0.2,-1.8126,3,7.632
Office Supplies,Port Saint Lucie,United States,ST-20530,Shui Tom,8/27/2021,CA-2021-101273,34952,OFF-AP-10000804,Hoover Portapower Portable Vacuum,South,8576,Consumer,8/30/2021,Second Class,Florida,Appliances,0.2,0.896,4,14.336
Office Supplies,Clarksville,United States,RO-19780,Rose O'Brian,12/4/2019,CA-2019-155600,37042,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,South,4357,Consumer,12/7/2019,Second Class,Tennessee,Art,0.2,12.012,4,36.96
Office Supplies,Fayetteville,United States,JF-15565,Jill Fjeld,11/6/2021,CA-2021-167941,28314,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,South,2973,Consumer,11/9/2021,Second Class,North Carolina,Storage,0.2,-51.8272,4,259.136
Office Supplies,Memphis,United States,MN-17935,Michael Nguyen,11/13/2021,CA-2021-165204,38109,OFF-ST-10003716,Tennsco Double-Tier Lockers,South,3784,Consumer,11/16/2021,Second Class,Tennessee,Storage,0.2,-63.0056,4,720.064
Office Supplies,Tallahassee,United States,PO-18850,Patrick O'Brill,8/23/2021,CA-2021-129021,32303,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",South,4302,Consumer,8/26/2021,Second Class,Florida,Paper,0.2,2.943,5,8.72
Office Supplies,Memphis,United States,EH-13945,Eric Hoffmann,5/27/2021,CA-2021-160458,38109,OFF-PA-10001166,Xerox 2,South,3943,Consumer,5/29/2021,Second Class,Tennessee,Paper,0.2,9.072,5,25.92
Office Supplies,Tampa,United States,CC-12670,Craig Carreira,12/23/2018,CA-2018-154158,33614,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,South,9384,Consumer,12/27/2018,Second Class,Florida,Storage,0.2,-1.049,5,83.92
Office Supplies,Tallahassee,United States,PO-18850,Patrick O'Brill,8/23/2021,CA-2021-129021,32303,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,South,4300,Consumer,8/26/2021,Second Class,Florida,Appliances,0.2,12.1032,6,161.376
Office Supplies,Hollywood,United States,FO-14305,Frank Olsen,10/31/2020,US-2020-142251,33021,OFF-PA-10002986,Xerox 1898,South,6138,Consumer,11/4/2020,Second Class,Florida,Paper,0.2,11.2224,6,32.064
Office Supplies,Fayetteville,United States,JF-15565,Jill Fjeld,11/6/2021,CA-2021-167941,28314,OFF-PA-10001800,Xerox 220,South,2970,Consumer,11/9/2021,Second Class,North Carolina,Paper,0.2,10.8864,6,31.104
Office Supplies,Fayetteville,United States,RL-19615,Rob Lucas,8/31/2021,US-2021-135062,28314,OFF-PA-10000100,Xerox 1945,South,2842,Consumer,9/4/2021,Second Class,North Carolina,Paper,0.2,83.2097,7,229.544
Office Supplies,Hialeah,United States,JK-15205,Jamie Kunitz,10/1/2020,CA-2020-116918,33012,OFF-AR-10003631,Staples in misc. colors,South,7193,Consumer,10/6/2020,Second Class,Florida,Art,0.2,5.0336,8,30.976
Office Supplies,Jackson,United States,GW-14605,Giulietta Weimer,10/21/2020,CA-2020-169334,38301,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",South,7822,Consumer,10/24/2020,Second Class,Tennessee,Storage,0.2,6.979500000,9,111.672
Office Supplies,Fort Lauderdale,United States,DP-13000,Darren Powers,5/15/2020,CA-2020-141180,33311,OFF-BI-10000301,GBC Instant Report Kit,South,4965,Consumer,5/19/2020,Second Class,Florida,Binders,0.7,-5.176,4,7.764
Office Supplies,Hialeah,United States,JK-15205,Jamie Kunitz,10/1/2020,CA-2020-116918,33012,OFF-BI-10004140,Avery Non-Stick Binders,South,7192,Consumer,10/6/2020,Second Class,Florida,Binders,0.7,-4.49,4,5.388
Office Supplies,Miami,United States,RA-19945,Ryan Akin,8/29/2018,CA-2018-169775,33178,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,South,1899,Consumer,9/2/2018,Second Class,Florida,Binders,0.7,-336.784,4,505.176
Office Supplies,Clarksville,United States,RO-19780,Rose O'Brian,12/4/2019,CA-2019-155600,37042,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,South,4356,Consumer,12/7/2019,Second Class,Tennessee,Binders,0.7,-1065.372,7,1598.058
Office Supplies,Johnson City,United States,DM-13015,Darrin Martin,9/5/2020,CA-2020-136231,37604,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,3875,Consumer,9/7/2020,Second Class,Tennessee,Binders,0.7,-63.1092,7,86.058
Office Supplies,Fayetteville,United States,JF-15565,Jill Fjeld,11/6/2021,CA-2021-167941,28314,OFF-BI-10002827,Avery Durable Poly Binders,South,2971,Consumer,11/9/2021,Second Class,North Carolina,Binders,0.7,-10.6176,8,13.272
Office Supplies,Jacksonville,United States,EM-14065,Erin Mull,8/13/2020,CA-2020-155670,28540,OFF-BI-10000138,Acco Translucent Poly Ring Binders,South,1747,Consumer,8/17/2020,Second Class,North Carolina,Binders,0.7,-8.2368,8,11.232
Office Supplies,Chico,United States,XP-21865,Xylona Preis,12/12/2019,CA-2019-155586,95928,OFF-AR-10001547,Newell 311,West,5782,Consumer,12/16/2019,Second Class,California,Art,0,0.5967,1,2.21
Office Supplies,Los Angeles,United States,MC-17845,Michael Chen,12/20/2018,CA-2018-156594,90008,OFF-AR-10004269,Newell 31,West,3645,Consumer,12/23/2018,Second Class,California,Art,0,1.1564,1,4.13
Office Supplies,Long Beach,United States,JF-15190,Jamie Frazer,1/7/2021,US-2021-123862,90805,OFF-FA-10003112,Staples,West,7375,Consumer,1/9/2021,Second Class,California,Fasteners,0,3.5505,1,7.89
Office Supplies,San Francisco,United States,KT-16480,Kean Thornton,6/24/2021,CA-2021-159107,94110,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",West,4655,Consumer,6/26/2021,Second Class,California,Fasteners,0,1.3536,1,2.88
Office Supplies,Los Angeles,United States,PS-18760,Pamela Stobb,9/29/2020,US-2020-101497,90008,OFF-PA-10000176,Xerox 1887,West,1683,Consumer,10/1/2020,Second Class,California,Paper,0,9.1056,1,18.97
Office Supplies,Los Angeles,United States,CC-12220,Chris Cortes,3/28/2020,CA-2020-131380,90032,OFF-PA-10001243,Xerox 1983,West,7159,Consumer,3/31/2020,Second Class,California,Paper,0,2.9302,1,5.98
Office Supplies,Los Angeles,United States,CC-12370,Christopher Conant,7/7/2020,CA-2020-135265,90045,OFF-PA-10002923,Xerox 1942,West,3985,Consumer,7/9/2020,Second Class,California,Paper,0,24.47,1,48.94
Office Supplies,San Diego,United States,MJ-17740,Max Jones,6/24/2020,CA-2020-100300,92037,OFF-PA-10000418,Xerox 189,West,9167,Consumer,6/26/2020,Second Class,California,Paper,0,50.328,1,104.85
Office Supplies,San Francisco,United States,RD-19900,Ruben Dartt,6/23/2020,CA-2020-140382,94109,OFF-PA-10001019,Xerox 1884,West,6931,Consumer,6/25/2020,Second Class,California,Paper,0,9.3906,1,19.98
Office Supplies,Seattle,United States,CC-12145,Charles Crestani,8/26/2020,CA-2020-148201,98103,OFF-PA-10000019,Xerox 1931,West,1870,Consumer,8/29/2020,Second Class,Washington,Paper,0,3.1104,1,6.48
Office Supplies,Albuquerque,United States,ST-20530,Shui Tom,12/29/2018,CA-2018-152345,87105,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,4321,Consumer,1/3/2019,Second Class,New Mexico,Storage,0,7.9896,1,33.29
Office Supplies,Olympia,United States,PF-19165,Philip Fox,6/17/2021,CA-2021-118437,98502,OFF-ST-10003722,Project Tote Personal File,West,1013,Consumer,6/21/2021,Second Class,Washington,Storage,0,4.0687,1,14.03
Office Supplies,Farmington,United States,AW-10840,Anthony Witt,4/13/2019,CA-2019-149678,87401,OFF-SU-10004498,Martin-Yale Premier Letter Opener,West,2094,Consumer,4/15/2019,Second Class,New Mexico,Supplies,0,0.3864,1,12.88
Office Supplies,Westminster,United States,CC-12220,Chris Cortes,5/4/2021,CA-2021-119914,92683,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",West,9994,Consumer,5/9/2021,Second Class,California,Appliances,0,72.948,2,243.16
Office Supplies,Longview,United States,MB-17305,Maria Bertelson,11/12/2021,CA-2021-149944,98632,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,West,6214,Consumer,11/16/2021,Second Class,Washington,Appliances,0,22.0748,2,76.12
Office Supplies,Seattle,United States,DW-13540,Don Weiss,9/23/2021,CA-2021-132521,98105,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,West,1078,Consumer,9/25/2021,Second Class,Washington,Appliances,0,33.5888,2,119.96
Office Supplies,Los Angeles,United States,LC-17050,Liz Carlisle,9/9/2021,CA-2021-137498,90004,OFF-AR-10003829,Newell 35,West,5579,Consumer,9/14/2021,Second Class,California,Art,0,1.9024,2,6.56
Office Supplies,Los Angeles,United States,MC-17845,Michael Chen,12/20/2018,CA-2018-156594,90008,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,West,3644,Consumer,12/23/2018,Second Class,California,Art,0,12.298,2,47.3
Office Supplies,Los Angeles,United States,RW-19690,Robert Waldorf,10/12/2021,CA-2021-112431,90049,OFF-AR-10000940,Newell 343,West,5942,Consumer,10/14/2021,Second Class,California,Art,0,1.5876,2,5.88
Office Supplies,Seattle,United States,ME-17725,Max Engle,9/24/2019,CA-2019-161830,98105,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,4915,Consumer,9/26/2019,Second Class,Washington,Art,0,10.4284,2,35.96
Office Supplies,Seattle,United States,MH-18025,Michelle Huthwaite,7/25/2019,CA-2019-148635,98115,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,West,2807,Consumer,7/27/2019,Second Class,Washington,Fasteners,0,0.471,2,9.42
Office Supplies,Los Angeles,United States,MC-17575,Matt Collins,12/13/2019,CA-2019-125423,90036,OFF-LA-10001771,Avery 513,West,1818,Consumer,12/15/2019,Second Class,California,Labels,0,4.5816,2,9.96
Office Supplies,San Francisco,United States,NP-18700,Nora Preis,8/14/2021,CA-2021-169264,94109,OFF-LA-10001613,Avery File Folder Labels,West,2398,Consumer,8/16/2021,Second Class,California,Labels,0,2.8224,2,5.76
Office Supplies,Vallejo,United States,KM-16720,Kunst Miller,4/1/2018,US-2018-157021,94591,OFF-LA-10002312,Avery 490,West,1373,Consumer,4/6/2018,Second Class,California,Labels,0,14.8,2,29.6
Office Supplies,Los Angeles,United States,AR-10540,Andy Reiter,4/11/2019,US-2019-136987,90004,OFF-PA-10003127,Easy-staple paper,West,7462,Consumer,4/14/2019,Second Class,California,Paper,0,24.2696,2,52.76
Office Supplies,Los Angeles,United States,JM-16195,Justin MacKendrick,2/15/2019,CA-2019-116092,90004,OFF-PA-10004285,Xerox 1959,West,2248,Consumer,2/18/2019,Second Class,California,Paper,0,6.4128,2,13.36
Office Supplies,Los Angeles,United States,NG-18430,Nathan Gelder,11/22/2019,CA-2019-137708,90008,OFF-PA-10000176,Xerox 1887,West,4806,Consumer,11/25/2019,Second Class,California,Paper,0,18.2112,2,37.94
Office Supplies,Los Angeles,United States,EP-13915,Emily Phan,11/12/2021,US-2021-125808,90032,OFF-PA-10001846,Xerox 1899,West,9639,Consumer,11/15/2021,Second Class,California,Paper,0,5.6644,2,11.56
Office Supplies,San Diego,United States,JF-15355,Jay Fein,10/23/2019,CA-2019-132486,92105,OFF-PA-10004971,Xerox 196,West,3871,Consumer,10/27/2019,Second Class,California,Paper,0,5.6644,2,11.56
Office Supplies,San Francisco,United States,GT-14710,Greg Tran,2/19/2020,CA-2020-106460,94109,OFF-PA-10001736,Xerox 1880,West,7538,Consumer,2/22/2020,Second Class,California,Paper,0,33.3136,2,70.88
Office Supplies,Stockton,United States,AG-10330,Alex Grayson,12/10/2021,CA-2021-107748,95207,OFF-PA-10002005,Xerox 225,West,4354,Consumer,12/12/2021,Second Class,California,Paper,0,6.2208,2,12.96
Office Supplies,Olympia,United States,JK-15625,Jim Karlsson,12/8/2018,CA-2018-135608,98502,OFF-PA-10001954,Xerox 1964,West,3715,Consumer,12/10/2018,Second Class,Washington,Paper,0,21.0128,2,45.68
Office Supplies,Seattle,United States,IG-15085,Ivan Gibson,10/18/2018,CA-2018-143168,98103,OFF-PA-10000167,Xerox 1925,West,7117,Consumer,10/23/2018,Second Class,Washington,Paper,0,27.882,2,61.96
Office Supplies,Seattle,United States,TB-21400,Tom Boeckenhauer,6/11/2021,CA-2021-134565,98103,OFF-PA-10004243,Xerox 1939,West,4220,Consumer,6/13/2021,Second Class,Washington,Paper,0,18.2112,2,37.94
Office Supplies,Seattle,United States,DK-13375,Dennis Kane,7/27/2021,CA-2021-133046,98115,OFF-PA-10002787,Xerox 227,West,8096,Consumer,8/1/2021,Second Class,Washington,Paper,0,6.2208,2,12.96
Office Supplies,Seattle,United States,MH-18025,Michelle Huthwaite,7/25/2019,CA-2019-148635,98115,OFF-PA-10004782,Xerox 228,West,2808,Consumer,7/27/2019,Second Class,Washington,Paper,0,6.2208,2,12.96
Office Supplies,Los Angeles,United States,PO-18865,Patrick O'Donnell,3/23/2018,CA-2018-120838,90036,OFF-ST-10000585,Economy Rollaway Files,West,3555,Consumer,3/26/2018,Second Class,California,Storage,0,85.904,2,330.4
Office Supplies,San Francisco,United States,DB-13615,Doug Bickford,12/8/2020,CA-2020-115224,94110,OFF-ST-10003816,Fellowes High-Stak Drawer Files,West,5591,Consumer,12/11/2020,Second Class,California,Storage,0,81.0474,2,352.38
Office Supplies,Seattle,United States,TB-21400,Tom Boeckenhauer,6/11/2021,CA-2021-134565,98103,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",West,4223,Consumer,6/13/2021,Second Class,Washington,Storage,0,1.0296,2,102.96
Office Supplies,Seattle,United States,DK-13375,Dennis Kane,7/17/2020,US-2020-139087,98105,OFF-ST-10000604,Home/Office Personal File Carts,West,6278,Consumer,7/22/2020,Second Class,Washington,Storage,0,17.38,2,69.52
Office Supplies,Rancho Cucamonga,United States,TS-21655,Trudy Schmidt,5/6/2021,CA-2021-133487,91730,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,West,7676,Consumer,5/9/2021,Second Class,California,Appliances,0,41.2938,3,152.94
Office Supplies,San Diego,United States,MJ-17740,Max Jones,6/24/2020,CA-2020-100300,92037,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,West,9168,Consumer,6/26/2020,Second Class,California,Appliances,0,72.432,3,241.44
Office Supplies,Pleasant Grove,United States,VD-21670,Valerie Dominguez,8/4/2018,CA-2018-126361,84062,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,West,1376,Consumer,8/9/2018,Second Class,Utah,Appliances,0,305.13,3,1089.75
Office Supplies,Escondido,United States,LT-16765,Larry Tron,9/1/2018,CA-2018-126522,92025,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,1162,Consumer,9/5/2018,Second Class,California,Art,0,15.6426,3,53.94
Office Supplies,Los Angeles,United States,JO-15280,Jas O'Carroll,4/19/2020,US-2020-115819,90049,OFF-AR-10000823,Newell 307,West,1606,Consumer,4/24/2020,Second Class,California,Art,0,1.5288,3,5.46
Office Supplies,San Jose,United States,LH-17155,Logan Haushalter,11/5/2020,CA-2020-144092,95123,OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",West,7309,Consumer,11/7/2020,Second Class,California,Envelopes,0,77.4837,3,158.13
Office Supplies,Des Moines,United States,BM-11140,Becky Martin,9/2/2020,CA-2020-106278,98198,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",West,9070,Consumer,9/5/2020,Second Class,Washington,Envelopes,0,30.9918,3,65.94
Office Supplies,Longview,United States,MB-17305,Maria Bertelson,11/12/2021,CA-2021-149944,98632,OFF-FA-10003495,Staples,West,6213,Consumer,11/16/2021,Second Class,Washington,Fasteners,0,9.12,3,18.24
